"タイトル","公開日","URL","長さ","科目","対象","No"
"歴史-51 ヨ-ロッパの革命(2)・アメリカとフランス編","2014-05-14T12:11:34.000Z","https://www.youtube.com/watch?v=oly2WJHIHK4","00:08:08","社会","中学生",
"歴史-52 ヨ-ロッパの革命(3)・産業編","2014-05-17T04:00:51.000Z","https://www.youtube.com/watch?v=C1SWbNitvsw","00:10:25","社会","中学生",
"歴史-53 ヨ-ロッパのアジア侵略","2014-05-17T04:00:55.000Z","https://www.youtube.com/watch?v=WZQyz0yAxN4","00:11:11","社会","中学生",
"歴史-54 江戸時代(12)・開国編","2014-05-19T06:08:24.000Z","https://www.youtube.com/watch?v=oHOY5Yu3rWs","00:10:30","社会","中学生",
"歴史-55 江戸時代(13)・滅亡編","2014-05-20T01:13:17.000Z","https://www.youtube.com/watch?v=bx4I-8zis5o","00:15:54","社会","中学生",
"歴史-56 明治時代(1)・始まり編","2014-05-22T06:54:41.000Z","https://www.youtube.com/watch?v=MgTFtBzwOo0","00:08:54","社会","中学生",
"歴史-57 明治時代(2)・三大改革編","2014-05-22T06:54:45.000Z","https://www.youtube.com/watch?v=pCgjhXLffjA","00:08:04","社会","中学生",
"歴史-58 明治時代(3)・生活の変化編","2014-05-24T00:46:29.000Z","https://www.youtube.com/watch?v=DOAqm3DFJHc","00:07:25","社会","中学生",
"歴史-59 明治時代(4)・使節団編","2014-05-27T05:25:25.000Z","https://www.youtube.com/watch?v=kRT8mqv9iEQ","00:07:45","社会","中学生",
"歴史-60 明治時代(5)・国際関係編","2014-05-27T05:25:35.000Z","https://www.youtube.com/watch?v=mZkIEZiOVKU","00:08:44","社会","中学生",
"歴史-61 明治時代(6)・運動編","2014-05-28T03:47:29.000Z","https://www.youtube.com/watch?v=iNtVyrACk1o","00:08:16","社会","中学生",
"歴史-62 明治時代(7)・憲法編","2014-05-29T04:56:10.000Z","https://www.youtube.com/watch?v=pzt2ceS02c8","00:08:35","社会","中学生",
"歴史-63 条約改正の動き","2014-05-30T07:20:42.000Z","https://www.youtube.com/watch?v=DlOz1ZtKEG4","00:09:27","社会","中学生",
"歴史-64 日清戦争","2014-06-01T03:06:13.000Z","https://www.youtube.com/watch?v=iNC22lqu2Nc","00:08:32","社会","中学生",
"歴史-65 日露戦争","2014-06-02T05:18:00.000Z","https://www.youtube.com/watch?v=OE3n3PXbbtQ","00:10:43","社会","中学生",
"歴史-66 韓国と中国","2014-06-03T05:04:53.000Z","https://www.youtube.com/watch?v=VvpBsFyrqPQ","00:09:22","社会","中学生",
"歴史-67 日本の産業革命","2014-06-04T02:57:54.000Z","https://www.youtube.com/watch?v=0i1Q0Wzj-j8","00:10:07","社会","中学生",
"歴史-68 近代文化の形成","2014-06-04T03:19:36.000Z","https://www.youtube.com/watch?v=N7ygIxPL1I8","00:10:36","社会","中学生",
"歴史-69 2つに分かれた列強","2014-06-08T04:30:21.000Z","https://www.youtube.com/watch?v=FuFNPD-BY5A","00:10:02","社会","中学生",
"歴史-70 ロシア革命","2014-06-10T07:27:38.000Z","https://www.youtube.com/watch?v=eG0-a8m3s8U","00:08:58","社会","中学生",
"歴史-71 第一次世界大戦の終結","2014-06-12T02:44:49.000Z","https://www.youtube.com/watch?v=Gb8GNX3mZ4I","00:10:38","社会","中学生",
"歴史-72 アジアの民族運動","2014-06-13T05:16:16.000Z","https://www.youtube.com/watch?v=2ne831Xb-cY","00:08:28","社会","中学生",
"歴史-73 大正デモクラシ-","2014-06-15T01:54:51.000Z","https://www.youtube.com/watch?v=1SDvtk8sgzw","00:10:20","社会","中学生",
"歴史-74 社会運動の広がり","2014-06-16T04:33:38.000Z","https://www.youtube.com/watch?v=22xAG3z__Xc","00:09:23","社会","中学生",
"歴史-75 新しい文化と生活","2014-06-17T04:48:25.000Z","https://www.youtube.com/watch?v=JHUvUE6gxoI","00:07:28","社会","中学生",
"歴史-76 世界恐慌(1)","2014-06-18T07:25:42.000Z","https://www.youtube.com/watch?v=eEcADQG_u1g","00:08:40","社会","中学生",
"歴史-77 世界恐慌(2)","2014-06-18T08:12:46.000Z","https://www.youtube.com/watch?v=_xPLKsGqLU0","00:08:46","社会","中学生",
"歴史-78 日本の中国侵略","2014-06-19T02:13:34.000Z","https://www.youtube.com/watch?v=VIIgl4g0INA","00:09:07","社会","中学生",
"歴史-79 日中戦争","2014-06-22T06:22:49.000Z","https://www.youtube.com/watch?v=UZ5fzxYrUJY","00:08:00","社会","中学生",
"歴史-80 第二次世界大戦(1)","2014-06-23T00:27:00.000Z","https://www.youtube.com/watch?v=uGG4c66fujQ","00:09:23","社会","中学生",
"歴史-81 第二次世界大戦(2)","2014-06-24T05:24:01.000Z","https://www.youtube.com/watch?v=39SEhNOsIdU","00:09:06","社会","中学生",
"歴史-82 第二次世界大戦(3)","2014-06-24T20:10:54.000Z","https://www.youtube.com/watch?v=xOja2WDTqgA","00:08:04","社会","中学生",
"歴史-83 戦後の日本(1)","2014-06-26T06:40:36.000Z","https://www.youtube.com/watch?v=jv6iE1SLz6g","00:10:07","社会","中学生",
"歴史-84 戦後の日本(2)","2014-06-27T05:23:05.000Z","https://www.youtube.com/watch?v=xyEG4almEE0","00:10:25","社会","中学生",
"歴史-85 冷戦の開始","2014-06-29T08:40:20.000Z","https://www.youtube.com/watch?v=yG-E3TpsBoE","00:15:01","社会","中学生",
"歴史-86 独立の回復","2014-06-30T05:15:03.000Z","https://www.youtube.com/watch?v=fCVArz2Dgnk","00:09:28","社会","中学生",
"歴史-87 緊張緩和と日本外交","2014-07-01T05:24:31.000Z","https://www.youtube.com/watch?v=r5-Srg6uEgc","00:10:05","社会","中学生",
"歴史-88 日本の経済成長","2014-07-03T01:36:21.000Z","https://www.youtube.com/watch?v=Fdiu3xPxIyY","00:10:46","社会","中学生",
"歴史-89 冷戦の終結","2014-07-07T04:27:06.000Z","https://www.youtube.com/watch?v=rVbX6trXYXM","00:07:54","社会","中学生",
"歴史-90 日本の変化とこれからの課題","2014-07-08T04:53:41.000Z","https://www.youtube.com/watch?v=XOZRHJhR7Ps","00:09:29","社会","中学生",
"高校受験対策 運動(1)","2014-01-20T04:55:51.000Z","https://www.youtube.com/watch?v=CsVMd5B8bR8","00:13:55","理科","中学3年",
"文章題(1)","2014-01-11T02:31:36.000Z","https://www.youtube.com/watch?v=gR90FUxj7rk","00:22:35","数学","中学3年",
"文章題(2)","2014-01-15T04:14:58.000Z","https://www.youtube.com/watch?v=0WkrYg4jsb8","00:15:00","数学","中学3年",
"高校受験対策 文章題3","2016-09-22T03:07:45.000Z","https://www.youtube.com/watch?v=WMbmrpjuy04","00:15:59","数学","中学3年",
"高校受験対策 文章題4","2016-09-27T06:46:25.000Z","https://www.youtube.com/watch?v=5VYQu1Ofozk","00:20:22","数学","中学3年",
"高校受験対策 文章題5","2019-01-19T02:13:49.000Z","https://www.youtube.com/watch?v=CFyoAuUrIak","00:16:18","数学","中学3年",
"高校受験対策 文章題6","2019-01-25T09:58:50.000Z","https://www.youtube.com/watch?v=Y7NJT8F4o48","00:15:07","数学","中学3年",
"高校受験対策 文章題7","2019-10-30T07:36:59.000Z","https://www.youtube.com/watch?v=s3dlkzQyITE","00:14:00","数学","中学3年",
"高校受験対策 地震(1)","2014-01-07T01:52:02.000Z","https://www.youtube.com/watch?v=TfI5WK1-1Zw","00:12:26","理科","中学3年",
"高校受験対策 実験(1)","2014-01-06T04:03:23Z","https://www.youtube.com/watch?v=CbhxhRWb9jU","00:13:52","理科","中学3年",
"高校受験対策 実験(2)","2014-01-10T04:58:31Z","https://www.youtube.com/watch?v=HJWvKLt6QxI","00:14:06","理科","中学3年",
"高校受験対策 図形(1)","2014-01-02T02:11:30.000Z","https://www.youtube.com/watch?v=_lU-eH0R5O0","00:18:13","数学","中学3年",
"高校受験対策 図形(2)","2014-01-08T16:22:38.000Z","https://www.youtube.com/watch?v=lkP8wzlNQTM","00:15:04","数学","中学3年",
"高校受験対策 図形(3)","2014-01-14T04:36:59.000Z","https://www.youtube.com/watch?v=470r-JkfudI","00:13:41","数学","中学3年",
"高校受験対策 図形(4)","2014-02-06T07:59:18.000Z","https://www.youtube.com/watch?v=U-uLY8Op_rg","00:13:49","数学","中学3年",
"高校受験対策 図形(5)","2014-02-08T05:54:48.000Z","https://www.youtube.com/watch?v=Fe_ckcLgIqw","00:21:40","数学","中学3年",
"高校受験対策 図形(6)","2015-05-21T05:37:04.000Z","https://www.youtube.com/watch?v=RdTbGnExkvg","00:18:34","数学","中学3年",
"高校受験対策 図形7","2016-06-21T05:48:30.000Z","https://www.youtube.com/watch?v=cGCthGExzhE","00:13:22","数学","中学3年",
"受験対策・図形7の補足","2016-06-21T05:59:36.000Z","https://www.youtube.com/watch?v=ra3esC60yRg","00:02:25","数学","中学3年",
"高校受験対策 図形8","2016-06-23T03:20:26.000Z","https://www.youtube.com/watch?v=lDe1-bBL5kE","00:13:33","数学","中学3年",
"高校受験対策 図形9","2016-07-15T03:49:08.000Z","https://www.youtube.com/watch?v=2aMTXMkLQ9w","00:11:34","数学","中学3年",
"高校受験対策 図形10","2016-08-01T03:58:25.000Z","https://www.youtube.com/watch?v=FFX3qoshTC8","00:12:20","数学","中学3年",
"高校受験対策 図形11","2016-08-14T14:20:20.000Z","https://www.youtube.com/watch?v=Q-_HiL6v3Qg","00:11:43","数学","中学3年",
"高校受験対策 図形12","2016-10-23T08:40:19.000Z","https://www.youtube.com/watch?v=hj3qpM4i808","00:17:34","数学","中学3年",
"高校受験対策 図形13","2016-12-26T05:14:16.000Z","https://www.youtube.com/watch?v=dLeKjEobB5c","00:16:40","数学","中学3年",
"図形14(動画内で13と間違えてます。汗)","2016-12-26T05:14:21.000Z","https://www.youtube.com/watch?v=ACF06vTA5-M","00:18:36","数学","中学3年",
"高校受験対策 図形15","2017-02-09T02:54:57.000Z","https://www.youtube.com/watch?v=dpJtk0DW9TI","00:13:32","数学","中学3年",
"高校受験対策 図形16","2017-02-25T04:09:39.000Z","https://www.youtube.com/watch?v=PesHRlqSgHU","00:20:37","数学","中学3年",
"高校受験対策 図形17","2017-02-25T04:09:43.000Z","https://www.youtube.com/watch?v=XMayG7_W92U","00:21:18","数学","中学3年",
"高校受験対策 図形18","2017-12-26T07:19:26.000Z","https://www.youtube.com/watch?v=VlFBFrimNtk","00:21:00","数学","中学3年",
"高校受験対策 図形19","2017-12-30T05:30:51.000Z","https://www.youtube.com/watch?v=KwULTm9ywWc","00:18:33","数学","中学3年",
"高校受験対策 図形20","2018-01-27T05:32:13.000Z","https://www.youtube.com/watch?v=2VkMfnvpEIE","00:19:50","数学","中学3年",
"図形21/前編","2018-10-12T05:44:25.000Z","https://www.youtube.com/watch?v=7lDAf8YNuvM","00:14:32","数学","中学3年",
"図形21/後編","2018-10-12T06:51:11.000Z","https://www.youtube.com/watch?v=scyUh21XJBQ","00:13:40","数学","中学3年",
"図形22/前編","2018-10-22T06:34:43.000Z","https://www.youtube.com/watch?v=yqi_WZ4iLOw","00:16:37","数学","中学3年",
"図形22/後編","2018-10-22T08:27:48.000Z","https://www.youtube.com/watch?v=PNk6y0AOGJ4","00:12:45","数学","中学3年",
"高校受験対策 図形23","2019-01-17T03:59:58.000Z","https://www.youtube.com/watch?v=5INqn9Ey0xU","00:19:58","数学","中学3年",
"高校受験対策 図形24","2019-01-19T11:08:09.000Z","https://www.youtube.com/watch?v=NNVg00_JehQ","00:19:42","数学","中学3年",
"高校受験対策 図形25","2019-01-29T02:45:43.000Z","https://www.youtube.com/watch?v=39Gy2el17UQ","00:22:18","数学","中学3年",
"高校受験対策 図形26","2019-09-05T07:20:09.000Z","https://www.youtube.com/watch?v=1CNzgYb6F9c","00:20:48","数学","中学3年",
"高校受験対策 図形27","2019-10-21T21:58:26.000Z","https://www.youtube.com/watch?v=snrSmnODR48","00:22:06","数学","中学3年",
"高校受験対策 図形28","2019-11-09T23:41:33.000Z","https://www.youtube.com/watch?v=taJF-A8R5nE","00:24:29","数学","中学3年",
"図形29(番号間違えました)","2019-11-29T22:36:46.000Z","https://www.youtube.com/watch?v=d60gQRen6Ww","00:23:26","数学","中学3年",
"高校受験対策 図形30","2019-12-20T23:40:23.000Z","https://www.youtube.com/watch?v=DrTDZn_CXiQ","00:17:38","数学","中学3年",
"高校受験対策 図形31","2019-12-26T16:23:57.000Z","https://www.youtube.com/watch?v=J9NVITFFJjk","00:28:02","数学","中学3年",
"高校受験対策 図形32","2020-01-04T22:23:07.000Z","https://www.youtube.com/watch?v=1i3pScR012A","00:30:21","数学","中学3年",
"高校受験対策 円と相似","2020-01-11T07:57:49.000Z","https://www.youtube.com/watch?v=cIk1aiDOjpU","00:16:43","数学","中学3年",
"AP=BP+CPを証明するだけ。ただそれだけなのに。。。","2020-01-12T15:47:15.000Z","https://www.youtube.com/watch?v=WsTOZ56F7cc","00:24:09","数学","中学3年",
"高校受験対策 図形35","2020-02-08T08:13:03.000Z","https://www.youtube.com/watch?v=FlUFwS8tJck","00:20:22","数学","中学3年",
"規則性(1)","2013-12-30T00:39:47.000Z","https://www.youtube.com/watch?v=wkVwwAk3SKA","00:12:35","数学","中学3年",
"規則性(2)","2013-12-31T02:30:22.000Z","https://www.youtube.com/watch?v=QsSxx18Kdnw","00:14:19","数学","中学3年",
"規則性(3)","2014-01-22T03:48:35.000Z","https://www.youtube.com/watch?v=QQwD4oorgz0","00:17:06","数学","中学3年",
"規則性(4)","2014-02-04T04:36:44.000Z","https://www.youtube.com/watch?v=Xm6wxP7KljI","00:10:43","数学","中学3年",
"高校受験対策 規則性5","2016-09-27T06:46:18.000Z","https://www.youtube.com/watch?v=LTaUwAzD5uA","00:15:29","数学","中学3年",
"高校受験対策 規則性6","2019-01-21T09:01:42.000Z","https://www.youtube.com/watch?v=tbD5gUGHc2U","00:20:08","数学","中学3年",
"高校受験対策 規則性7","2019-09-10T08:16:27.000Z","https://www.youtube.com/watch?v=MN1d_vZ2aWU","00:15:12","数学","中学3年",
"高校受験対策 規則性8","2019-11-03T23:01:05.000Z","https://www.youtube.com/watch?v=DtTMaZpVL7s","00:25:28","数学","中学3年",
"交点→面積(王道パタ-ン)","2013-12-28T01:53:41.000Z","https://www.youtube.com/watch?v=4qLnfBcEqbs","00:24:21","数学","中学3年",
"高校受験対策 関数(2)","2013-12-29T00:56:30.000Z","https://www.youtube.com/watch?v=Wk2EFaxr7NY","00:25:09","数学","中学3年",
"高校受験対策 関数(3)","2014-01-01T02:16:12.000Z","https://www.youtube.com/watch?v=0C756bAK2cw","00:12:47","数学","中学3年",
"高校受験対策 関数(4)","2014-01-03T05:36:16.000Z","https://www.youtube.com/watch?v=zPlBvOm2WWk","00:12:05","数学","中学3年",
"高校受験対策 関数(5)","2014-01-04T01:23:33.000Z","https://www.youtube.com/watch?v=cEFHzJS0oaw","00:11:59","数学","中学3年",
"高校受験対策 関数(6)","2014-01-13T16:17:47.000Z","https://www.youtube.com/watch?v=JObQetouINc","00:14:19","数学","中学3年",
"高校受験対策 関数(7)","2014-01-16T04:03:50.000Z","https://www.youtube.com/watch?v=yBO3wz9K74U","00:11:21","数学","中学3年",
"高校受験対策 関数(8)","2014-01-21T05:42:01.000Z","https://www.youtube.com/watch?v=MRbrz-MnUJE","00:19:28","数学","中学3年",
"高校受験対策 関数(9)","2014-01-21T05:41:45.000Z","https://www.youtube.com/watch?v=K-z1ZMBVDAc","00:15:45","数学","中学3年",
"関数(10)","2014-01-24T06:10:21.000Z","https://www.youtube.com/watch?v=sTaI0gpSJjQ","00:15:21","数学","中学3年",
"高校受験対策 関数11","2016-06-16T04:07:06.000Z","https://www.youtube.com/watch?v=zLU0IemW2sA","00:17:21","数学","中学3年",
"高校受験対策 関数12","2016-06-29T02:52:26.000Z","https://www.youtube.com/watch?v=DHYIif3FvKQ","00:19:55","数学","中学3年",
"高校受験対策 関数13","2016-07-21T04:34:14.000Z","https://www.youtube.com/watch?v=pXD0CaNRSnA","00:16:46","数学","中学3年",
"高校受験対策 関数14","2016-07-23T03:22:17.000Z","https://www.youtube.com/watch?v=Pq3xIKKrfsc","00:13:41","数学","中学3年",
"高校受験対策 関数15","2018-01-22T06:40:46.000Z","https://www.youtube.com/watch?v=m61Otfv_mQA","00:15:17","数学","中学3年",
"高校受験対策 関数16","2016-08-13T05:19:39.000Z","https://www.youtube.com/watch?v=GpXSUvgsLYg","00:20:49","数学","中学3年",
"高校受験対策 関数17","2016-08-23T01:57:16.000Z","https://www.youtube.com/watch?v=ldkZSrB5ac8","00:16:27","数学","中学3年",
"高校受験対策 関数18","2016-09-07T03:53:00.000Z","https://www.youtube.com/watch?v=DLyCYBh8MA8","00:15:59","数学","中学3年",
"高校受験対策 関数19","2016-09-12T05:40:56.000Z","https://www.youtube.com/watch?v=ixb9oSNU97I","00:16:42","数学","中学3年",
"高校受験対策 関数20","2016-09-22T03:11:05.000Z","https://www.youtube.com/watch?v=uXJ8wksEAKg","00:18:37","数学","中学3年",
"高校受験対策 関数21","2016-10-23T08:42:33.000Z","https://www.youtube.com/watch?v=zJWWFdr5xow","00:16:44","数学","中学3年",
"高校受験対策 関数22","2016-10-23T08:41:53.000Z","https://www.youtube.com/watch?v=pUE39ZQC92g","00:19:04","数学","中学3年",
"高校受験対策 関数23","2016-12-13T03:18:38.000Z","https://www.youtube.com/watch?v=otpnUNuCq08","00:23:13","数学","中学3年",
"関数24(動画では間違って23と書いちゃいました。汗)","2016-12-13T03:18:48.000Z","https://www.youtube.com/watch?v=k2rKA0d7vIw","00:19:40","数学","中学3年",
"高校受験対策 関数25","2016-12-26T05:15:10.000Z","https://www.youtube.com/watch?v=jA4x-_SuP4I","00:15:09","数学","中学3年",
"高校受験対策 関数26","2017-01-04T06:22:11.000Z","https://www.youtube.com/watch?v=lZpnNiIukPM","00:22:39","数学","中学3年",
"高校受験対策 関数27","2017-01-30T06:10:18.000Z","https://www.youtube.com/watch?v=-Ri0-OOaZp0","00:19:19","数学","中学3年",
"高校受験対策 関数28","2017-02-09T02:54:46.000Z","https://www.youtube.com/watch?v=qDBhXSvVJWE","00:25:58","数学","中学3年",
"高校受験対策 関数29","2017-02-25T04:09:51.000Z","https://www.youtube.com/watch?v=ny_zT184fKY","00:18:06","数学","中学3年",
"高校受験対策 関数-30","2017-12-21T08:19:56.000Z","https://www.youtube.com/watch?v=M2jkzz8O8-0","00:19:32","数学","中学3年",
"高校受験対策 関数31","2018-01-12T07:27:26.000Z","https://www.youtube.com/watch?v=V335hUw0524","00:20:33","数学","中学3年",
"高校受験対策 関数32","2018-01-13T08:46:46.000Z","https://www.youtube.com/watch?v=IV6elsOHP-0","00:19:35","数学","中学3年",
"高校受験対策 関数33","2018-01-18T08:05:52.000Z","https://www.youtube.com/watch?v=HUpfQw3qK3Y","00:22:30","数学","中学3年",
"高校受験対策 関数34","2018-01-26T05:32:22.000Z","https://www.youtube.com/watch?v=JlxEFtMTHGc","00:12:28","数学","中学3年",
"高校受験対策 関数35","2018-10-07T03:30:29.000Z","https://www.youtube.com/watch?v=DFidRt5e0Ug","00:20:06","数学","中学3年",
"高校受験対策 関数36","2018-10-18T04:30:47.000Z","https://www.youtube.com/watch?v=ChoI2T2O2vE","00:18:13","数学","中学3年",
"関数37((1)(2))","2018-10-27T09:46:35.000Z","https://www.youtube.com/watch?v=IMuoCVFl_GE","00:13:04","数学","中学3年",
"関数37((3))","2018-10-27T09:49:56.000Z","https://www.youtube.com/watch?v=sv8U3MaA3hQ","00:15:43","数学","中学3年",
"高校受験対策 関数38","2018-11-29T05:03:48.000Z","https://www.youtube.com/watch?v=PTDuc4uUHuA","00:16:08","数学","中学3年",
"高校受験対策 関数39","2019-01-19T23:44:31.000Z","https://www.youtube.com/watch?v=TwTsH9CZijc","00:14:57","数学","中学3年",
